max_total_agent_capacity,algorithm,random_seed,utilitarian_value,egalitarian_value,max_envy,mean_envy,max_deficit,mean_deficit,num_with_top_1,num_with_top_2,num_with_top_3,runtime
1500,utilitarian_matching,3,84.69959562109128,33.2,98.5645933014354,6.760381009704548,4.0,0.3414634146341463,270.0,284.0,285.0,0.3370638000196777
1500,utilitarian_matching,4,84.22387117562492,50.0,94.01913875598086,9.267772284904767,4.0,0.3186440677966101,277.0,277.0,277.0,0.3653348999796435
1500,utilitarian_matching,5,83.3823852058965,33.2,94.01913875598086,8.242718809072972,4.0,0.3242320819112628,260.0,281.0,282.0,0.371339600009378
1500,utilitarian_matching,6,85.30074380297016,55.74162679425837,94.01913875598086,7.900035751476598,4.0,0.3344709897610921,274.0,281.0,281.0,0.3532531000091694
1500,utilitarian_matching,7,83.35284218032061,48.38709677419355,75.59808612440193,8.785777925546906,4.0,0.3288135593220339,274.0,284.0,284.0,0.345370199996978
1500,utilitarian_matching,8,84.16548571699688,48.38709677419355,94.01913875598086,6.846896733999291,4.0,0.3402777777777778,259.0,280.0,280.0,0.3504322000080719
1500,utilitarian_matching,9,83.31825903961928,45.85253456221199,61.96172248803827,7.142006985913995,4.0,0.3297872340425531,264.0,273.0,273.0,0.3481168000143952
1500,iterated_maximum_matching_unadjusted,0,83.25106054786552,50.0,40.0,3.5307021883715617,5.0,0.7952218430034129,293.0,293.0,293.0,0.3467024000128731
1500,iterated_maximum_matching_unadjusted,1,83.23183572769528,50.0,29.395973154362423,2.1263747375805835,4.0,0.7946127946127947,295.0,297.0,297.0,0.3625137000344693
1500,iterated_maximum_matching_unadjusted,2,83.21254751394103,33.4,29.395973154362423,3.2538751523156506,4.0,0.8972602739726028,292.0,292.0,292.0,0.3571891000028699
1500,iterated_maximum_matching_unadjusted,3,83.33695428950746,50.0,40.0,3.2073877718883788,5.0,0.6480836236933798,287.0,287.0,287.0,0.4331487999879755
1500,iterated_maximum_matching_unadjusted,4,82.99485712207904,33.4,18.421052631578945,3.769061765374936,4.0,0.7254237288135593,295.0,295.0,295.0,0.360619899991434
1500,iterated_maximum_matching_unadjusted,5,82.63347359634538,50.0,29.395973154362423,3.321879390628916,4.0,0.6757679180887372,293.0,293.0,293.0,0.3551806000177748
1500,iterated_maximum_matching_unadjusted,6,84.25620624096109,50.0,31.419624217119008,2.224023965657788,4.0,0.757679180887372,293.0,293.0,293.0,0.3341861999942921
1500,iterated_maximum_matching_unadjusted,7,81.39385917913621,50.0,28.28810020876827,3.5975429328888007,4.0,0.7220338983050848,295.0,295.0,295.0,0.3839542000205256
1500,iterated_maximum_matching_unadjusted,8,80.8993940019007,50.0,49.8,5.467354645171831,5.0,0.7951388888888888,288.0,288.0,288.0,0.362029000010807
1500,iterated_maximum_matching_unadjusted,9,82.42211333114224,50.0,40.0,3.09496772472446,5.0,0.925531914893617,282.0,282.0,282.0,0.3491011000005528
1500,iterated_maximum_matching_adjusted,0,83.25106054786552,50.0,40.0,3.5307021883715617,5.0,0.7952218430034129,293.0,293.0,293.0,0.3521220999537036
1500,iterated_maximum_matching_adjusted,1,83.23183572769528,50.0,29.395973154362423,2.1263747375805835,4.0,0.7946127946127947,295.0,297.0,297.0,0.3669244999764487
1500,iterated_maximum_matching_adjusted,2,83.21254751394103,33.4,29.395973154362423,3.2538751523156506,4.0,0.8972602739726028,292.0,292.0,292.0,0.9302504999795927
1500,iterated_maximum_matching_adjusted,3,83.33695428950746,50.0,40.0,3.2073877718883788,5.0,0.6480836236933798,287.0,287.0,287.0,0.3607855000300333
1500,iterated_maximum_matching_adjusted,4,82.99485712207904,33.4,18.421052631578945,3.769061765374936,4.0,0.7254237288135593,295.0,295.0,295.0,0.3631621999666095
1500,iterated_maximum_matching_adjusted,5,82.63347359634538,50.0,29.395973154362423,3.321879390628916,4.0,0.6757679180887372,293.0,293.0,293.0,0.3721766999806277
1500,iterated_maximum_matching_adjusted,6,84.25620624096109,50.0,31.419624217119008,2.224023965657788,4.0,0.757679180887372,293.0,293.0,293.0,0.349884099967312
1500,iterated_maximum_matching_adjusted,7,81.39385917913621,50.0,28.28810020876827,3.5975429328888007,4.0,0.7220338983050848,295.0,295.0,295.0,0.3793968000099994
1500,iterated_maximum_matching_adjusted,8,80.8993940019007,50.0,49.8,5.467354645171831,5.0,0.7951388888888888,288.0,288.0,288.0,0.3615187000250444
1500,iterated_maximum_matching_adjusted,9,82.42211333114224,50.0,40.0,3.09496772472446,5.0,0.925531914893617,282.0,282.0,282.0,0.3428301000385545
1500,serial_dictatorship,0,66.16453031442005,0.0,109.0909090909091,32.00481595332892,5.0,0.3378839590443686,199.0,222.0,240.0,0.1142741999938152
1500,serial_dictatorship,1,67.08101213824423,0.0,164.83253588516746,31.39999948926275,6.0,0.3265993265993266,198.0,224.0,240.0,0.1128036000300198
1500,serial_dictatorship,2,65.47780222879793,0.0,164.83253588516746,32.32073927206591,6.0,0.3321917808219178,193.0,220.0,239.0,0.1202468000119552
1500,serial_dictatorship,3,67.60694457213395,0.0,164.83253588516746,29.817152908138645,5.0,0.3867595818815331,199.0,218.0,235.0,0.1506459000520408
1500,serial_dictatorship,4,66.10687048480834,0.0,164.83253588516746,32.20909302973852,5.0,0.3186440677966101,197.0,223.0,237.0,0.1095922999666072
1500,serial_dictatorship,5,66.18846209425519,0.0,164.83253588516746,31.787657154939964,6.0,0.3242320819112628,188.0,225.0,239.0,0.1237593999831006
1500,serial_dictatorship,6,67.35705193912368,0.0,164.83253588516746,31.654197693583995,6.0,0.3344709897610921,198.0,220.0,242.0,0.1146398999844677
1500,serial_dictatorship,7,65.43414447533974,0.0,164.83253588516746,33.28891848492402,6.0,0.3288135593220339,197.0,219.0,232.0,0.1148191000102087
1500,serial_dictatorship,8,66.33370160521038,0.0,164.83253588516746,31.533568236796025,6.0,0.3402777777777778,195.0,224.0,239.0,0.1113881000201217
1500,serial_dictatorship,9,68.3133150290211,0.0,109.0909090909091,28.173186698502704,5.0,0.3475177304964539,199.0,224.0,237.0,0.1108208000077866
1500,round_robin,0,78.69872225597648,33.4,49.8,10.004761042724954,1.0,0.3344709897610921,293.0,293.0,293.0,0.130145100003574
1500,round_robin,1,79.52401159838871,33.4,56.45933014354067,9.469873935473988,1.0,0.3265993265993266,295.0,297.0,297.0,0.1367925999802537
1500,round_robin,2,79.77035887810706,33.4,56.45933014354067,11.46003220898049,1.0,0.3321917808219178,292.0,292.0,292.0,0.1089965999708511
1500,round_robin,3,80.37877078324047,33.4,49.8,8.772852287608334,1.0,0.3414634146341463,287.0,287.0,287.0,0.1106106999795883
1500,round_robin,4,79.30640502457155,33.4,56.45933014354067,8.974722235287464,1.0,0.3186440677966101,294.0,295.0,295.0,0.1165803999756462
1500,round_robin,5,79.38774358040368,33.4,66.26794258373205,9.456187574610755,1.0,0.3242320819112628,293.0,293.0,293.0,0.1184103999985382
1500,round_robin,6,80.44086993776138,33.4,56.45933014354067,10.719661360243176,1.0,0.3344709897610921,293.0,293.0,293.0,0.1201376999961212
1500,round_robin,7,78.77911914016512,33.4,66.26794258373205,9.632830409055304,1.0,0.3288135593220339,295.0,295.0,295.0,0.1193715999834239
1500,round_robin,8,78.66003878705703,33.4,49.8,11.052287497841544,1.0,0.3402777777777778,288.0,288.0,288.0,0.1263322999584488
1500,round_robin,9,78.74081888587972,33.4,66.26794258373205,8.613899366911342,1.0,0.3297872340425531,280.0,282.0,282.0,0.1397593999863602
1500,bidirectional_round_robin,0,78.90315611293418,33.4,66.26794258373205,9.848308023496,1.0,0.3344709897610921,293.0,293.0,293.0,0.1467636000015773
1500,bidirectional_round_robin,1,79.15207198403014,33.4,66.26794258373205,10.141297914759065,1.0,0.3265993265993266,295.0,297.0,297.0,0.1145034999935887
1500,bidirectional_round_robin,2,78.92690231345365,33.4,66.26794258373205,10.245282464960464,1.0,0.3321917808219178,292.0,292.0,292.0,0.1095251999795436
